0,"[267, 458]","[200, 421]","[144, 363]","[88, 316]","[31, 293]","[221, 251]","[208, 164]","[199, 109]","[191, 59]","[271, 247]","[273, 152]","[273, 89]","[273, 30]","[317, 266]","[332, 182]","[339, 125]","[343, 71]","[358, 301]","[392, 244]","[415, 205]","[433, 166]"
0,"[275, 401]","[226, 371]","[183, 327]","[145, 290]","[107, 268]","[243, 241]","[233, 174]","[226, 133]","[220, 95]","[281, 237]","[282, 165]","[283, 118]","[283, 75]","[315, 250]","[327, 186]","[332, 144]","[336, 105]","[346, 276]","[372, 233]","[388, 204]","[402, 174]"
0,"[262, 339]","[230, 321]","[203, 291]","[179, 264]","[152, 250]","[241, 230]","[231, 184]","[225, 154]","[221, 127]","[268, 226]","[269, 175]","[269, 142]","[270, 112]","[291, 234]","[300, 189]","[305, 159]","[309, 131]","[313, 252]","[332, 222]","[345, 203]","[357, 183]"
0,"[218, 286]","[198, 275]","[181, 256]","[169, 240]","[154, 232]","[204, 221]","[198, 195]","[195, 178]","[193, 163]","[220, 219]","[220, 190]","[220, 171]","[220, 154]","[234, 224]","[238, 197]","[241, 180]","[243, 164]","[246, 234]","[256, 216]","[262, 205]","[268, 193]"
0,"[426, 343]","[358, 370]","[281, 369]","[219, 369]","[171, 380]","[261, 255]","[194, 216]","[152, 192]","[115, 170]","[288, 221]","[227, 164]","[185, 129]","[147, 98]","[327, 202]","[277, 144]","[242, 108]","[206, 75]","[373, 195]","[350, 143]","[333, 108]","[313, 74]"
0,"[194, 396]","[178, 321]","[192, 243]","[205, 179]","[202, 126]","[316, 232]","[368, 174]","[401, 138]","[431, 108]","[347, 266]","[417, 216]","[463, 184]","[502, 158]","[361, 309]","[430, 273]","[476, 249]","[516, 226]","[359, 357]","[420, 355]","[462, 352]","[501, 347]"
0,"[214, 353]","[211, 311]","[229, 269]","[246, 237]","[249, 209]","[295, 270]","[331, 244]","[354, 228]","[373, 216]","[312, 291]","[354, 269]","[380, 254]","[401, 242]","[318, 315]","[359, 301]","[384, 290]","[405, 280]","[317, 341]","[350, 344]","[372, 345]","[393, 345]"
0,"[225, 336]","[219, 302]","[229, 266]","[237, 239]","[237, 219]","[275, 264]","[295, 240]","[307, 226]","[318, 214]","[290, 277]","[315, 255]","[331, 242]","[344, 230]","[297, 294]","[324, 277]","[339, 265]","[352, 255]","[300, 312]","[324, 305]","[340, 300]","[354, 294]"
0,"[250, 413]","[212, 368]","[191, 303]","[176, 243]","[150, 200]","[276, 235]","[287, 164]","[294, 121]","[303, 81]","[317, 242]","[344, 170]","[362, 124]","[379, 82]","[347, 267]","[383, 207]","[406, 168]","[426, 130]","[368, 303]","[407, 267]","[434, 243]","[459, 218]"
0,"[207, 363]","[193, 294]","[209, 225]","[228, 169]","[235, 120]","[316, 218]","[366, 168]","[395, 136]","[424, 109]","[346, 250]","[408, 205]","[448, 175]","[484, 149]","[357, 288]","[420, 260]","[461, 240]","[496, 220]","[356, 330]","[407, 323]","[441, 315]","[474, 306]"
