4,"[290, 403]","[251, 379]","[226, 341]","[245, 312]","[279, 284]","[243, 240]","[217, 175]","[203, 133]","[193, 93]","[284, 234]","[284, 157]","[285, 108]","[284, 65]","[317, 253]","[330, 198]","[333, 158]","[336, 120]","[344, 288]","[332, 266]","[309, 290]","[288, 313]"
4,"[252, 343]","[251, 335]","[270, 309]","[308, 288]","[337, 268]","[253, 239]","[250, 193]","[249, 161]","[250, 131]","[277, 233]","[281, 180]","[286, 144]","[288, 111]","[297, 241]","[321, 204]","[342, 182]","[355, 158]","[312, 261]","[333, 246]","[333, 265]","[326, 284]"
4,"[270, 388]","[199, 362]","[158, 331]","[127, 311]","[129, 274]","[186, 229]","[161, 161]","[142, 118]","[131, 81]","[218, 235]","[210, 151]","[204, 100]","[199, 55]","[246, 255]","[245, 191]","[238, 141]","[233, 99]","[263, 287]","[223, 255]","[183, 277]","[155, 302]"
4,"[263, 387]","[185, 357]","[146, 331]","[118, 307]","[132, 276]","[192, 223]","[179, 158]","[164, 111]","[156, 78]","[222, 235]","[227, 147]","[220, 98]","[209, 54]","[248, 256]","[249, 185]","[223, 150]","[195, 124]","[260, 286]","[221, 250]","[184, 272]","[159, 302]"
4,"[193, 325]","[175, 303]","[169, 276]","[192, 262]","[219, 253]","[188, 219]","[186, 176]","[186, 149]","[188, 124]","[213, 221]","[224, 175]","[231, 146]","[238, 120]","[230, 234]","[249, 203]","[260, 182]","[268, 160]","[241, 258]","[247, 241]","[235, 251]","[222, 262]"
4,"[262, 373]","[241, 334]","[242, 291]","[276, 277]","[319, 274]","[302, 218]","[319, 157]","[333, 119]","[346, 84]","[337, 232]","[373, 172]","[398, 135]","[418, 102]","[354, 260]","[399, 224]","[428, 195]","[453, 168]","[358, 300]","[369, 278]","[341, 285]","[314, 292]"
4,"[231, 367]","[226, 339]","[245, 306]","[291, 293]","[330, 284]","[253, 237]","[257, 183]","[261, 149]","[267, 119]","[287, 243]","[311, 191]","[329, 158]","[344, 129]","[306, 262]","[344, 233]","[368, 214]","[388, 192]","[315, 289]","[339, 273]","[334, 282]","[325, 292]"
4,"[441, 316]","[398, 342]","[341, 333]","[298, 301]","[274, 260]","[273, 285]","[209, 270]","[169, 258]","[133, 245]","[284, 248]","[215, 215]","[173, 195]","[133, 179]","[306, 224]","[250, 180]","[210, 160]","[174, 145]","[338, 209]","[294, 202]","[299, 233]","[314, 265]"
4,"[213, 306]","[213, 260]","[237, 221]","[270, 219]","[304, 233]","[332, 205]","[384, 177]","[420, 160]","[451, 146]","[349, 237]","[416, 221]","[459, 212]","[496, 203]","[345, 268]","[407, 269]","[447, 266]","[482, 265]","[327, 298]","[346, 278]","[320, 267]","[295, 262]"
4,"[455, 307]","[433, 332]","[398, 340]","[381, 307]","[372, 262]","[310, 287]","[244, 279]","[202, 271]","[163, 262]","[320, 247]","[253, 217]","[214, 196]","[176, 179]","[345, 224]","[302, 188]","[269, 165]","[235, 145]","[383, 211]","[358, 200]","[371, 225]","[387, 251]"
