7,"[214, 285]","[255, 214]","[317, 160]","[363, 123]","[395, 83]","[401, 227]","[426, 198]","[366, 191]","[324, 194]","[395, 274]","[410, 241]","[342, 225]","[300, 225]","[373, 315]","[389, 286]","[328, 261]","[288, 252]","[343, 349]","[350, 319]","[309, 288]","[280, 274]"
7,"[206, 293]","[244, 217]","[305, 160]","[352, 116]","[383, 79]","[390, 226]","[417, 199]","[359, 198]","[327, 206]","[388, 274]","[397, 242]","[334, 233]","[321, 244]","[368, 317]","[376, 289]","[321, 273]","[312, 283]","[338, 353]","[343, 328]","[310, 307]","[304, 312]"
7,"[225, 331]","[235, 268]","[268, 201]","[299, 140]","[311, 86]","[381, 230]","[425, 244]","[366, 259]","[333, 261]","[390, 279]","[427, 299]","[356, 300]","[338, 287]","[385, 324]","[422, 346]","[364, 341]","[346, 326]","[374, 363]","[405, 380]","[361, 372]","[343, 357]"
7,"[312, 364]","[286, 277]","[234, 208]","[200, 147]","[202, 98]","[186, 234]","[91, 220]","[115, 231]","[148, 237]","[171, 287]","[79, 262]","[106, 269]","[139, 277]","[160, 337]","[81, 311]","[108, 313]","[140, 320]","[157, 380]","[97, 354]","[120, 355]","[146, 360]"
7,"[228, 404]","[226, 310]","[269, 207]","[301, 128]","[314, 55]","[422, 235]","[506, 213]","[425, 238]","[381, 252]","[433, 303]","[511, 282]","[410, 298]","[389, 298]","[434, 370]","[494, 355]","[408, 360]","[396, 354]","[430, 433]","[471, 430]","[412, 424]","[396, 417]"
7,"[365, 420]","[278, 373]","[206, 284]","[133, 211]","[72, 172]","[288, 148]","[298, 44]","[301, 136]","[297, 183]","[356, 154]","[367, 65]","[357, 175]","[351, 195]","[421, 185]","[437, 110]","[419, 197]","[413, 211]","[476, 227]","[490, 174]","[465, 227]","[459, 244]"
7,"[359, 351]","[286, 325]","[227, 289]","[173, 248]","[133, 230]","[251, 203]","[234, 139]","[249, 185]","[259, 220]","[288, 191]","[277, 136]","[290, 196]","[293, 224]","[326, 194]","[320, 143]","[324, 194]","[329, 224]","[367, 205]","[360, 158]","[353, 191]","[353, 215]"
7,"[263, 373]","[259, 301]","[294, 220]","[324, 158]","[334, 106]","[389, 224]","[460, 191]","[411, 216]","[376, 236]","[409, 265]","[474, 238]","[408, 262]","[379, 273]","[420, 308]","[479, 285]","[418, 301]","[389, 310]","[425, 352]","[471, 333]","[428, 337]","[403, 341]"
7,"[296, 390]","[243, 339]","[214, 253]","[191, 179]","[158, 131]","[297, 178]","[330, 110]","[308, 173]","[294, 209]","[345, 199]","[376, 145]","[339, 219]","[323, 233]","[384, 229]","[413, 186]","[377, 244]","[362, 255]","[417, 262]","[442, 228]","[410, 264]","[394, 274]"
7,"[433, 293]","[389, 205]","[334, 150]","[280, 99]","[264, 48]","[263, 192]","[177, 194]","[204, 197]","[233, 197]","[254, 248]","[178, 241]","[207, 239]","[234, 239]","[256, 300]","[195, 285]","[220, 279]","[248, 281]","[266, 340]","[221, 324]","[242, 317]","[265, 317]"
