13,"[309, 360]","[253, 330]","[196, 285]","[151, 250]","[142, 211]","[227, 165]","[201, 105]","[189, 170]","[187, 227]","[284, 165]","[266, 101]","[235, 172]","[219, 226]","[342, 179]","[331, 128]","[284, 186]","[251, 233]","[393, 206]","[441, 151]","[482, 121]","[518, 88]"
13,"[330, 307]","[298, 320]","[261, 326]","[231, 327]","[214, 304]","[218, 264]","[186, 244]","[211, 269]","[236, 291]","[241, 238]","[214, 212]","[236, 247]","[252, 272]","[270, 218]","[251, 195]","[260, 232]","[268, 262]","[302, 207]","[302, 166]","[305, 138]","[306, 111]"
13,"[207, 283]","[215, 238]","[245, 195]","[270, 165]","[299, 152]","[315, 199]","[354, 175]","[325, 169]","[296, 173]","[326, 228]","[367, 211]","[330, 200]","[300, 199]","[328, 260]","[361, 250]","[326, 229]","[296, 216]","[321, 291]","[362, 309]","[387, 322]","[414, 333]"
13,"[300, 204]","[297, 248]","[271, 300]","[255, 340]","[247, 374]","[204, 298]","[176, 333]","[207, 348]","[237, 350]","[193, 275]","[163, 311]","[204, 329]","[236, 330]","[192, 244]","[167, 274]","[207, 301]","[237, 312]","[200, 212]","[156, 196]","[129, 187]","[102, 177]"
13,"[275, 362]","[345, 349]","[381, 313]","[400, 267]","[410, 237]","[364, 239]","[390, 205]","[391, 223]","[382, 243]","[325, 224]","[353, 188]","[358, 210]","[352, 228]","[291, 224]","[312, 183]","[323, 201]","[322, 222]","[259, 232]","[239, 181]","[228, 154]","[214, 132]"
13,"[316, 350]","[272, 332]","[229, 302]","[205, 272]","[237, 255]","[252, 215]","[246, 188]","[254, 238]","[259, 272]","[298, 212]","[293, 184]","[290, 242]","[288, 278]","[341, 217]","[342, 194]","[325, 242]","[308, 278]","[378, 230]","[407, 189]","[435, 165]","[456, 139]"
13,"[362, 313]","[321, 346]","[269, 363]","[234, 370]","[228, 341]","[211, 276]","[177, 274]","[226, 305]","[267, 326]","[237, 236]","[206, 230]","[256, 279]","[290, 307]","[272, 206]","[244, 195]","[279, 250]","[304, 289]","[312, 187]","[301, 136]","[300, 99]","[293, 64]"
13,"[225, 336]","[212, 272]","[219, 213]","[228, 172]","[260, 164]","[328, 184]","[348, 146]","[298, 173]","[258, 197]","[353, 229]","[376, 205]","[310, 218]","[265, 226]","[364, 277]","[380, 263]","[314, 260]","[264, 256]","[360, 323]","[413, 342]","[445, 363]","[478, 377]"
13,"[230, 382]","[166, 362]","[114, 315]","[84, 278]","[98, 233]","[158, 184]","[155, 128]","[151, 203]","[150, 259]","[228, 189]","[237, 136]","[210, 219]","[191, 268]","[286, 208]","[303, 168]","[259, 236]","[219, 283]","[332, 240]","[391, 194]","[440, 171]","[482, 143]"
13,"[264, 266]","[234, 266]","[205, 252]","[188, 235]","[189, 213]","[198, 199]","[187, 170]","[197, 190]","[210, 210]","[222, 188]","[217, 157]","[223, 184]","[228, 206]","[247, 184]","[245, 158]","[243, 185]","[241, 207]","[271, 186]","[284, 157]","[294, 137]","[302, 118]"
