12,"[407, 395]","[338, 356]","[276, 292]","[223, 246]","[175, 221]","[328, 205]","[314, 129]","[301, 80]","[288, 34]","[373, 204]","[366, 184]","[362, 254]","[359, 282]","[419, 217]","[418, 198]","[405, 260]","[392, 289]","[462, 235]","[481, 177]","[495, 143]","[508, 101]"
12,"[369, 321]","[322, 288]","[287, 250]","[254, 218]","[225, 200]","[316, 197]","[308, 152]","[301, 120]","[297, 94]","[342, 198]","[339, 181]","[335, 224]","[331, 235]","[369, 204]","[370, 185]","[360, 224]","[352, 243]","[395, 215]","[408, 178]","[412, 156]","[417, 131]"
12,"[399, 286]","[330, 310]","[246, 319]","[181, 331]","[131, 349]","[213, 232]","[143, 201]","[98, 182]","[57, 163]","[238, 202]","[207, 201]","[255, 244]","[276, 261]","[274, 176]","[241, 166]","[282, 213]","[304, 238]","[313, 155]","[283, 110]","[260, 90]","[229, 65]"
12,"[278, 344]","[283, 282]","[317, 213]","[336, 161]","[342, 119]","[397, 227]","[451, 193]","[485, 172]","[515, 155]","[407, 262]","[426, 245]","[375, 256]","[344, 264]","[411, 300]","[435, 288]","[386, 290]","[354, 290]","[409, 338]","[457, 339]","[486, 337]","[520, 333]"
12,"[281, 353]","[238, 318]","[205, 264]","[178, 224]","[149, 201]","[251, 213]","[254, 162]","[252, 128]","[251, 99]","[280, 220]","[280, 204]","[266, 248]","[259, 266]","[309, 235]","[313, 216]","[294, 254]","[280, 273]","[334, 254]","[356, 220]","[369, 200]","[384, 175]"
12,"[309, 362]","[338, 316]","[359, 252]","[368, 201]","[392, 174]","[360, 231]","[350, 152]","[344, 107]","[338, 71]","[330, 240]","[283, 178]","[279, 208]","[289, 226]","[296, 254]","[252, 195]","[251, 219]","[263, 239]","[258, 266]","[228, 210]","[206, 182]","[192, 153]"
12,"[264, 414]","[334, 367]","[384, 301]","[415, 243]","[455, 223]","[376, 265]","[392, 164]","[403, 102]","[410, 55]","[328, 254]","[316, 174]","[306, 203]","[306, 230]","[276, 255]","[267, 183]","[260, 207]","[262, 233]","[220, 260]","[212, 167]","[204, 123]","[203, 88]"
12,"[367, 360]","[368, 295]","[343, 220]","[318, 163]","[329, 120]","[333, 221]","[267, 157]","[230, 121]","[198, 93]","[304, 252]","[231, 207]","[251, 228]","[273, 245]","[279, 287]","[215, 242]","[233, 258]","[257, 274]","[253, 320]","[189, 291]","[152, 276]","[123, 261]"
12,"[283, 358]","[250, 310]","[228, 254]","[203, 207]","[170, 182]","[285, 203]","[298, 149]","[304, 111]","[310, 78]","[315, 217]","[323, 202]","[296, 246]","[282, 257]","[344, 238]","[358, 225]","[326, 258]","[302, 271]","[366, 262]","[398, 232]","[420, 215]","[445, 196]"
12,"[247, 372]","[232, 304]","[248, 219]","[248, 157]","[233, 111]","[344, 220]","[396, 172]","[429, 142]","[460, 116]","[365, 253]","[362, 229]","[308, 258]","[283, 280]","[377, 293]","[381, 272]","[327, 289]","[296, 299]","[380, 334]","[423, 323]","[450, 318]","[483, 308]"
