9,"[318, 438]","[268, 400]","[237, 349]","[230, 301]","[267, 278]","[285, 243]","[287, 170]","[293, 121]","[302, 77]","[323, 252]","[325, 165]","[326, 112]","[329, 64]","[361, 279]","[352, 235]","[313, 280]","[287, 318]","[388, 320]","[369, 286]","[332, 309]","[303, 335]"
9,"[426, 303]","[371, 328]","[312, 343]","[271, 339]","[267, 303]","[245, 259]","[181, 227]","[140, 203]","[106, 177]","[270, 221]","[196, 193]","[147, 170]","[104, 147]","[311, 195]","[273, 211]","[293, 266]","[313, 306]","[355, 188]","[323, 214]","[327, 258]","[336, 291]"
9,"[237, 372]","[225, 321]","[237, 277]","[269, 269]","[306, 271]","[341, 229]","[401, 192]","[444, 169]","[484, 151]","[366, 264]","[432, 220]","[478, 193]","[520, 170]","[373, 307]","[392, 299]","[336, 306]","[293, 309]","[365, 350]","[365, 340]","[323, 338]","[289, 334]"
9,"[231, 316]","[209, 284]","[205, 247]","[219, 223]","[242, 216]","[262, 197]","[286, 159]","[304, 134]","[322, 114]","[284, 214]","[310, 169]","[327, 140]","[342, 116]","[298, 240]","[298, 222]","[266, 234]","[241, 244]","[303, 269]","[295, 253]","[268, 257]","[248, 261]"
9,"[281, 277]","[251, 279]","[226, 269]","[218, 248]","[215, 224]","[198, 213]","[172, 180]","[156, 158]","[145, 138]","[217, 201]","[190, 164]","[171, 141]","[155, 118]","[243, 198]","[231, 180]","[234, 209]","[237, 231]","[269, 203]","[256, 192]","[251, 211]","[248, 229]"
9,"[193, 418]","[160, 355]","[159, 283]","[192, 278]","[237, 289]","[272, 205]","[335, 131]","[379, 82]","[422, 41]","[322, 240]","[389, 162]","[437, 107]","[484, 61]","[351, 293]","[332, 293]","[256, 318]","[205, 335]","[358, 349]","[300, 358]","[234, 370]","[193, 376]"
9,"[231, 395]","[195, 356]","[176, 301]","[201, 270]","[244, 273]","[238, 225]","[257, 160]","[272, 119]","[290, 85]","[274, 239]","[290, 167]","[302, 121]","[317, 80]","[302, 270]","[304, 242]","[262, 277]","[234, 304]","[319, 309]","[304, 291]","[266, 309]","[240, 325]"
9,"[300, 327]","[262, 324]","[225, 302]","[219, 272]","[240, 253]","[217, 235]","[192, 191]","[178, 162]","[169, 136]","[242, 225]","[214, 178]","[196, 148]","[182, 119]","[272, 227]","[256, 208]","[253, 245]","[254, 272]","[301, 240]","[282, 229]","[271, 254]","[268, 275]"
9,"[230, 323]","[230, 277]","[245, 235]","[271, 209]","[285, 227]","[316, 222]","[356, 195]","[382, 179]","[407, 169]","[331, 248]","[371, 215]","[400, 194]","[425, 178]","[333, 279]","[333, 252]","[297, 248]","[270, 250]","[322, 306]","[307, 277]","[280, 265]","[260, 260]"
9,"[313, 281]","[282, 291]","[250, 283]","[237, 258]","[236, 232]","[211, 232]","[175, 203]","[152, 183]","[135, 164]","[230, 214]","[190, 181]","[163, 161]","[140, 141]","[256, 204]","[239, 187]","[253, 221]","[264, 245]","[284, 202]","[268, 196]","[272, 223]","[277, 243]"
